RES_ID,RESPONSE,LABEL
TRA38,"Tantangan pengungsi iklim adalah lahan pekerjaan yang ia tempati dulu akan hilang, karena ia harus meninggalkan negaranya karena bencana lingkungan yang ada di negaranya.",1
TRA39,beradaptasi dengan lingkungan yang baru,1
TRA40,tantanganya adalah akan meninggalkan tempat tinggal dan perkebunan yang dimiliki,0
TRA41,sulit mencari lahan pertanian,0
TRA42,"Harus mencari tempat untuk bekerja, membangun rumah dan berkenalan dengan orang asing",1
TRA43,"penyesuaian lingkungan dan masalah imigrasi, seperti amerika yang menolak imigran/pendatang dari luar",1
TRA44,kehilangan segalanya,1
TRA45,sebagian dari mereka akan kehilangan lahan dan keluarganya.,1
TRA46,sulit beradaptasi dengan wilayah barunya,1
TRA47,ia susah untuk beradaptasi,1
TRA48,Mereka harus bisa beradaptasi dengan lingkungan barunya.,1
TRA49,kalau tidak pindah kita terkena bencana,0
TRA50,penguisi iklim adalah orang orang yang terpaksa meningalkan komunikasi atau negaranya karena karena beencna,1
TRA51,mereka harus beradaptasi dengan tempat tersebut dan harus merelakan rumah dan harta nya tengelam,1
TRA52,tantangan yang pasti akan dihadapi oleh orang-orang Travina menjadi pengungsi iklim adalah harusnya berbaur dengan baik sesuai dengan aturan dan tatanan yang ada ditempat baru yang akan ditinggali,1
TRA53,pengungsi iklim,0
TRA54,"Mereka akan beradaptasi dengan tempat mereka yang baru, dan mereka harus menerima keadaan tempat mereka yang baru serta menjalani cara hidup yang baru ditempat tersebut",1
TRA55,akan kehilangan komunitas dan negaranya,1
TRA56,kehidupan yang tidak sama dengan kehidupan yang biasa mereka jalani di negaranya,0
TRA57,mereka harus rela kehilangan tempat tinggal yang mereka miliki sebelumnya karena pengaruh bencana alam yang tidak dapat dilewati,1
TRA58,mereka harus mengusahakan tempat mereka pindah untuk bertahan hidup dan harus menyesuaikan diri dengan lingkungan baru mereka,1
TRA59,"Warga Travina tidak betah untuk tinggal di tempat lain bukan tempat asalnya ,tidur pun suka tidak nyenyak dan makanan pun tidak sebanyak di tempat tinggal dulu ,mandi pun harus rela mengantri dengan pengungsi iklim lainnya",1
TRA60,"mereka harus memulai lingkungan yang baru, beradaptasi dengan lingkungan mereka yang baru, dan membangun rumah atau pertanian di tempat baru tersebut",1
TRA61,Mereka akan susah beradaptasi pada lingkungan yang baru dan mereka akan susah mendapat keahlian yang dibutuhkan di tempat yang baru,1
TRA62,"mereka harus beradaptasi dengan tampat baru yang mereka akan tinggal,memulai hidup baru mereka juga akan sangat sulit mendapatkan pekerjaan",1
TRA63,"mereka akan kesusahan dalam mencari kerja,mencari usaha dan lain lain.",1
TRA64,masalah tempat tingal dan barang berharga,1
TRA65,ketidak nyamanan berpindah,1
TRA66,"mareka merasakan sesuatu yang tidak enak karna meningalkan nerara ,keluarga,DAN lain-lain",1
TRA67,mereka harus memulai hidup baru dan harus tinggal dengan keadaan yang berbeda dari sebelumnya.,1
TRA68,berwaspada,0
TRA69,membuat kembali lahan pertanian/ lahan pekerjaan yang sudah ditinggalkan di negara tersebut,1
TRA70,"mengungsi ke daerah lainya ,karena komunitas atau negara lainya terpaksa meninggalkan adanya bencana lingkungan",0
TRA71,"pengungsi iklim akan kehilangan harta benda meraka,lahan meraka dikarenakan jika mereka telah menetap disana dan sukses disana maka mereka akan bersusah payah merintis lagi dari nol.",1
TRA72,menahan rasa suhu tubuh yang ada di iklim negara tersebut,1
TRA73,bersosialisasi dengan orang-orang baru dan beradaptasi dengan lingkungan sekitarnya yang baru,1
TRA74,Akan sulit unutk menyesuaikan diri dengan lingkungan,1
TRA75,tidak coccok dengan iklim yang akan ditempatinya,1
TRA76,Terpaksa meninggalkan komunitas atau negaranya karena bencana lingkungan.,1
TRA77,Pengungsi iklim adalah orang-orang yang terpaksa meninggalkan komunitas atau negaranya karena bencana lingkungan.,0
TRA78,Mereka akan rugi karena mereka akan meninggalkan lahan pertanian mereka yang sudah tumbuh subur.,0
TRA79,harus lebih waspada lagi tentang keadaan sekitar nya,0
TRA80,meninggalkan tempat baru yang telah di tempat i selama ini dan akan kehilangan semuanya.dan akan mengulang hidup baru dari lingkungan baru .,1
TRA81,Kehilangan matapencarian atau mungkin keluarga,1
TRA82,"Mereka akan bergaul dengan iklim yang baru,biasanya susah atau lama untuk beradaptasi dengan iklim baru",1
TRA83,satu tantangan yang akan dihadapi oleh para pengungsi iklim ketika pindah ketempat yang baru yaitu beradaptasi dengan lingkungannya yang baru.,1
TRA84,mereka akan kekuranngan lahan,1
TRA85,Tantangan yang akan dihadapi para pengungsi iklim ini adalah mereka harus bisa beradaptasi dengan lingkungan barunya yang mungkin jauh berbeda dari tempat tinggal mereka sebelumnya dan harus memulai dari awal untuk mencari lahan pekerjaan mereka.,1
TRA86,tantangan nya yaitu apabila mereka pidah ke tempat yang baru maka mereka akan tidak terbiasa dengan daerah yang mereka tempati.,1
TRA87,"yang pertama pasti cuacanya, yang perlu beradaptasi. dengan lingkungannya",1
TRA88,mereka mungkin kurang mendapatkan pekerjaan dan tempat tinggal yang layak bagi mereka,1
TRA89,tidak bisa menyesuaikan diri dengan tempat baru,1
TRA90,belajar,0
TRA91,mengenal orang oramg baru/asing yag akan beradaptasi dari awal,1
TRA92,karena travina adalah orang orang yang terpaksa meninggalkan komunitas atau negaranya karena bencana lingkungan dan dia menyenang dapet tempat tinggal baru.,0
TRA93,mereka akan kehilangan film dokumenter populer,0
TRA94,tidak terbiasa dengan itu,0
TRA95,Tantangannya yang akan dihadapi adalah adanya rasa ketidak nyamanan yang mereka rasakan karena faktor lingkungan yang berbeda dari keadaan yang pernah mereka rasakan sebelumnya.,1
TRA96,"mereka akan kekurangan bahan pangan,pakaian dan obat-obatan. mereka harus saling berbagi tempat dan rela sempit-sempitan.mereka akan serba kekurangan.",1
TRA97,Mereka akan kehilangan kehilangan tempat tinggalnya,1
TRA98,tentunya kondisi keuangan warga-warga travina akan menurun. mereka tidak bisa bertani lagi karena lahan pertanian merkea yang hilang. para pekerja di bidang pariwisata akan berkurang karena banyak warga travina yang mengungsi dan tempat-tempat tujuan wisatawan yang rusak.,1
TRA99,tantangannya ialah penduduk akan kehilangan hasil dari pertanian yang mereka hasilkan dari lahan yang mereka tinggalkan,0
TRA100,pekerjan akan menjadi hilang dan lahan pertanianakan berkurang.,0
TRA101,"Karena tidak semua tempat beriklim sama, semua warga Travina juga harus menyesuaikan diri terhadap lingkungan dan iklim saat mereka pindah ke tempat yang baru.",1
TRA102,"trepisah oleh komunitas nya,,,dan mencari tempat tinggal baru",1
TRA103,untuk pindah ke daerah yang aman,1
TRA104,"Satu tantangan yang akan dihadapi para pengungsi iklim saat pindah ke tempat baru yaitu penyesuaian/adaptasi dengan iklim tempat baru yang mereka tempati, mungkin akan sangat berbeda dengan yang ada di Travina.",1
TRA105,mereka akan kehilangan lahan mereka yang telah mereka garap selama ini dan akan kehilangan harta benda.,1
TRA106,tempat mungkin kurang layak bagi mereka yang menjadi pngungsi iklim ehinggga bisa mrnjadi ebuah tantangaan,1
TRA107,"tidak memiliki tempat tinggal, kehilangan lahan nya",1
TRA108,akan susah untuk beradaptasi terhadap lingkunggan dan juga terhadap iklim yang baru.,1
TRA109,akan ber nsama dengan orang lain dan mengungsi demi keselamatan agar terhindar dari bencana iklim tersebut dan untuk waspada sebelum terjadi bencana iklim tersebut,1
TRA110,Mereka harus meninggalakn kebiasaan mereka saat masih di travina dan harus beradaptasi dengan lingkungan baru mereka,1
TRA111,sulit menyesuaikan diri dengan keadan alam di tempat tersebut,1
TRA112,pasti akan sangat kesepian dan yang pasti belum terlalu adaptasi,1
TRA113,tantangan yang di hadapi adalah saat mereka pindah ke tempat yang tinggi atau baru ia akan kehilangan lahan pertaniannya,1
TRA114,tidak mendapat kehidupan yang layank karena tidak dapat pekejaan yang tepat sesuai dengan keahlian yang dimilikinya,1
TRA115,mereka akan mengalami kesulitan untuk mendapatkan kebutuhan sehari hari,1
TRA116,tidak memiliki tempat tinggal,0
TRA117,warga mungkin dibaksa menjadi pengungsi iklim,0
TRA118,akan memiliki tempat tinggal yang baru dan suasana yang baru,0
TRA119,adaptasi dengan lingkungan sekitar,1
TRA120,orang orang akan meninggalkan komunitas atau negaranya karena bencana lingkungan.,0
TRA121,mereka akan mendapatkan suasana yang berbeda.,0
TRA122,Mereka akan suilt beradaptasi dan merasa tidak nyaman.,1
TRA123,"Mereka harus kembali beradaptasi dengan keadaan yang baru, yang mungkin bisa tidak sesuai dengan keafaan di Travina.",1
TRA124,pengungsi akan mengalami perubahan iklim dan juga harus bisa beradaptasi pada lingkungan baru,1
TRA125,terpaksa meninggalkan komunitas atau negaranya,1
TRA126,akan menjadi orr asing ketika pindah tempat,1
TRA127,lnfl;wfil,0
TRA128,"tantangannya yaitu dari segi makanan dan minuman,dan mereka juga harus bisa menyesuaikan diri dengan lingkungannya yang baru",1
TRA129,"belum tentu tempat yang di gunakan untuk beroindah lebih aman dari tempat yang sebelumya di tinggali mereka,bisa saja lebih beresiko dari tempat sebelumnya.",1
TRA130,beradaptasi dengan iklim baru dan lingkungan baru,1
TRA131,Tak terbiasa Belum bisa beradaptasi,1
TRA132,akan beradaptasi di tempat yang baru.,1
TRA133,harus dapat ber adap tasi sama ling kung sakitar wilaya baru mereka pinda,1
TRA134,akan kekurangan makanan dan keperluan lainnya akan kehilangan pekerjaan dan harus beradaptasi ulang di tempat yang baru,1
TRA135,meninggaalkan perttanian mereka yang sudah di garap selama ini.,1
TRA136,mereka harus bisa beradaptasi denga lingkungan baru nya.,1
TRA137,akan lama untuk beradaptasi,1
TRA138,Mereka kemungkinan akan kesulitan untuk beradaptasi. Mereka juga akan memerlukan pekerjaan baru untuk memenuhi kebutuhan mereka sehari-hari,1
TRA139,perbedaan iklim dan penyesuaian lingkungan,1
TRA140,yang di hadapinya ketika di pindahkan di tempat baru adalah sulit menyesuaikan diri di tempat yang baru,1
TRA141,mereka akan gugup akan hal yang baru,0
TRA142,tantangan pengungsi iklim adalah orang orang terpaksa meninggalkan komunitas atau negaranya karna bencana lingkungan,1
TRA143,Mengenal lingkungan baru,1
TRA144,tantangannya mereka akan lebih sulit lagi untuk beradaptasi di tempat yang beriklim beda.,1
TRA145,negara-negara lain akan menginginkan dukungan yang sama untuk proyek-proyek mereka,0
TRA146,terpksa meninggalkan komunitas atau negaranya karena bencana lingkungan,1
TRA147,tantangannya adalah terbiasa dengan lingkungan baru.,1
TRA148,Perekonomian yang menurun dan mereka harus membangun kehidupan yang baru untuk melanjutkan kehidupannya.,1
TRA149,mereka akan kehilangan lahan pertanian mereka.,1
TRA150,Akan mendapat suasana baru,0
TRA151,"jika mereka pindah ke tempat baru, maka mereka harus beradaptasi lagi dari awal. jika mereka pindah ke negara lain, mereka harus mempelajari budaya dan bahasa yang berbeda dari yang mereka miliki. dan juga ada kemungkinan mereka akan dibully oleh penduduk asli tempat tersebut. dan akan terjadi lagi diskriminasi seperti saat dulu diskriminasi terhadap orang hitam dan orang putih.",1
TRA152,Berhadapan dengan lingkungan dan budaya yang berbeda sehingga harus dapat beradaptasi dengan cepat dan baik. Belum tentu tempat baru tersebut akan ramah terhadap pengungsi iklim.,1
TRA153,beradaptasi dengan linkungan,1
TRA154,mereka akan meninggalkan lahan pertanian dan perikanan yang lama mereka kembangkan,1
TRA155,"kekurangan makananan,kehilangan pekerjaan,belum terbiasa pada lingkungan baru",1
TRA156,"banyak tantangan yg akan di lalui warga Travina,bukan hanya satu,contohnya mereka akan kehilangan rumah,pertanian dan memulai hidup baru di negara pengungsian mereka. Mereka juga akan beradaptasi & mau-tidak mau harus mengikuti budaya dan keadaan di lingkungan baru mereka.",1
TRA157,mereka akan kehilangan segalanya,0
TRA158,mendapat tempat tinggal yang belum tentu layak dan nyaman,1
TRA159,mereka akan harus beradaptasi dengan lingkungan baru mereka yang mungkin situasi dan kondisinya tidak sama,1
TRA160,tantanganakandihadapiparapengunsi,0
TRA161,dapat dianggap sebagai imigran yang akan menambah jumlah kepadatan penduduk di suatu daerah,1
TRA162,Salah satu tantangan yang akan dihadapi adalah ketika mereka harus mulai terbiasa dengan kehidupan mereka di tempat yang baru. Selaim itu mereka juga harus beradaptasi dengan lingkungan mereka yang baru yang tentunya lingkungan baru itu berbeda dengan tempat tinggal mereka yang dulu.,1
TRA163,bisa jadi mereka akan sulit bersosialisasi,1
TRA164,pasti adanya penyakit yang tidak diinginkan oleh warga,0
TRA165,"salahsatunya mereka sulit mendapatkan air,mencri mkan yang akn mereka makan seahri hari,sulit untuk mencri temsn mengobrol atau berbicra dan mereka sulit memahami lingkungan yg mereka tingal sekarang.",1
TRA166,sering terjadi masalah,0
TRA167,tantangan yang akan dihadapi para pengungsi iklim yaitu susahnya mencari makan atau aktifvitas seperti yang mereka lakukan berhari hari dan hambatan atas kebutuhan yang mereka lukan.sesah untuk berinteraksi dengan orang orang baru,1
TRA168,Tantangan yang dihadapi para pengungsi iklim ini ketika mereka pindah ke tempat baru yaitu tidak terjaminnya makanan dan kebutuhan kebutuhan mereka saat di tempat pengungsian.,1
TRA169,mereka akan merasakan hal yang sangat berbeda sekali,1
TRA170,lebih dikucilkan karna sebagai warga baru yang belum tentu tahu tata tertibnya,1
TRA171,mungkin mereka belum mengenal tempat baru mereka dan haru beradaptasi kembali,1
TRA172,Perlu menyesuaikan diri kembali,1
TRA173,"mencari tempat yang baru,perlu beradaptasi dengan lingkungan sekitar,perlu teman baru atau tetangga baru",1
TRA174,Satu tantangan yang mungkin dihadapi para pengungsi iklim ketika mereka pindah ketempat baru adalah susahnya beradaptasi dengan tempat yang baru yang pasti berbeda jauh dengan tempat tinggal mereka dulu begitu juga dengan pekerjaan mereka pasti susah dilakukan jika pekerjaan di tempat baru mereka tidah pernah mereka lakukan di tempat tinggal lama mereka,1
TRA175,penduduk akan kehilangan lahan pertanian dan perkebunan yang mereka punya,1
TRA176,perubahan lingkungan,1
TRA177,perlu beradaptasi dengan iklim baru di tempat yang baru,1
TRA178,pengungsi iklim akan menghadapi masalah yaitu merasa tidak nyaman karena berada di tempat yang baru dan tidak berada seperti di tempat tinggal nya sendiri,0
TRA179,mereka perlu BERADAPTASI dengan lingkungan baru yang mereka tempati,1
TRA180,hilangnya lahan pertanian atau brubah nya perekonomian.,1
TRA181,pungunsi iklim,0
TRA182,kehilangan lingkungan kita akibat bencana .,0
TRA183,Kekurangan sumber daya,0
TRA184,"mereka akan kehilangan tempat tinggal, pekerjaan sehinnga ditempat baru, mereka harus beradaptasi dengan lingkungan baru mereka",1
TRA185,kehilagan lahan pertanian penyesuaian tubuh,0
TRA186,mereka akan sulit untuk menyesuaikan dirinya di lingkungan baru,1
TRA187,sulit mendapat tempat yg cocok untuk tinggal,1
TRA188,adaptasi dengan lingkungan baru,1
TRA189,mereka harus mencari pekerjaan baru dan harus membiasakan diri kembali di lingkungan yang baru,1
TRA190,sulit bersosialisasi dengan keadaan iklim yang ada di tempat yang baru,1
TRA191,mereka kehilangan mata pencaharian dan mereka juga kehilangan banyak barang serta mereka juga bakal sibuk untuk terus berpindah pindah seiring berjalannya perubahan iklim,1
TRA192,mereka akan kehilangan lahan pertanian mereka,1
TRA193,pasi pengungsi bahagia karena dapat tempat untuk mengungsi,0
TRA194,sebagian dari mereka akan kehilangan pekerjaan dan akan sulit untuk beradaptasi.,1
TRA195,"Menurut saya, salah satu tantangan yang dihadapi oleh para pengungsi iklimk adalah : 1. termakannya waktu untuk melakukan perpindahan dari satu tempat ke tempat lainnya. 2. hilangnya mata pencaharian. 3. dana negara mulai menipis. 4. sumber daya alam di tempat yang dulu tidak bisa dimanfaatkan.",1
TRA196,membiasakan dengan iklim yang baru,1
TRA197,penduduk menigalkan perkebunan mereka ke daerah yang lebih tinggi untuk meng ngusi,0
TRA198,perlu beradaptasi,1
TRA199,tantangan yang dihadapi adalah warga dipaksa untuk menjadi pengungsi iklim,0
TRA200,"mereka bisa saja mengalami kesulitan dalam menyesuaikan diri dengan lingkungan yang baru,karena di setiap daerah atau negara pastinya mempunyai perbedaan baik dalam bahasa,budaya dan pergaulan,jadi sudah dipastikan bahwa pengungsi iklim juga akan mengakami hal tersebut.",1
TRA201,harus beradaptasi dengan lingkungan barunya juga akan kehilangan lahan pertanian mereka,1
TRA202,mereka akan dikucikan bila mereka pindah ketempat yang baru dan mereka akn sulit mendapatkan pertolongan medis dan pendidikan karena mereka tidak tinggal di daerah mereka,1
TRA203,tantangan terbesar para pengungsi iklim adalah Beradaptasi dengan tempat barunya nanti.,1
TRA204,akan sulit beradap tasi dengan lingkungan baru,1
TRA205,Mereka akan sulit mencari makanan dan sektor usaha mereka seperti pertanian akan hilang.,1
TRA206,Proses adaptasi mereka dengan lingkungan baru akan susah,1
TRA207,dia susah beradaptasi dgn iklim yang di tempat pengungsian karena dia tidak terbiasa dgn iklim seperti itu,1
TRA208,Pengungsi iklim adalah orang-orang yang terpaksa meninggalkan komunitas atau negaranya karena bencana lingkungan.,0
TRA209,Berinteraksi dengan lingkungan dan kehilangan lahan pertanian dan rumahnya,1
TRA210,keadaannya sangat berbeda,0
TRA211,"mereka harus memulai ulang kehidupan nyha ( mulai dari pekerjaan, ataupun kalu ada sejarah tentang rumah itu sudah ditempati keluarga itu secara turun menurun)",1
TRA212,"tempat tinggal yang terbatas, makanan dan minuman yang tidak cukup, dan konflik batin yang akan dialami para pengungsi iklim",1
TRA213,dia akan merasa berbeda ketika dia tinggal ditempat yang lebih dingin namun kini tinggal ditempat yang lebih panas,1
TRA214,"Kurangnya lahan yang bisa mereka kembangan seperti untuk lahan pertanian karena biasanya, ketika mereka pindah ke tempat baru. tempat tersebut sudah berpehuni ataupun masih belum terurus",1
TRA215,mereka harus beradaptasi pada lingkungan baru lagi mencari teman kerabat yang baru lagi serba baru lah pokoknya,1
TRA216,berbuat baik terhadap manyarakat baru,0
TRA217,kenaikan permukaan air laut,0
TRA218,pertimbangan proyek,0
TRA219,lahan pertanian mereka akan rusak'dan rumah mereka akan rusak,1
TRA220,mereka akan beradaptasi dengan lingkungan barunya juga mereka akan mengenal budaya lain,1
TRA221,"warga akan menghadapi kehidupan yang berbeda dari yang sebelumnya baik itu tempat tinggalnya,kebudayaannya,ataupun kesehariaannya.",1
TRA222,kehilangan mata pencahariannya dan harus beradaptasi kembali pada lingkungan sekitar,1
TRA223,mereka akan terhindar dari bencana yang melanda tempat mereka. dengan berpindah ke tempat yang lain.,0
TRA224,para pengungsi akan mendapatkan tantangan seperti sakit karna belum biasa dengan negara yang akan dia ungsikan karna setiap negara memiliki iklim yang berbeda-beda dan jenis asupan makanan yang berbeda-beda,1
TRA225,nereka tidak nyaman dengan tempat barunya karena sudah terbiasa dengan tempat lama mereka.,1
TRA226,negara munggin menjari donasi hidup baru,0
TRA227,mereka harus membiasakan diri mereka terhadap lingkungan baru mereka agar bisa seimbang dengan lingkungan yang mereka mengungsi itu.tetapi mereka juga harus bisa memberika waktu untuk melihat negara mereka untuk memastikan bahwa negara mereka dalam kondisi baik.,1
TRA228,"antanagn yang akan mereka hadapi mungkin lumayan banyak salah satunya adalah merka harus membiasakann diri terhadap lingkungan. pergi dari negaranya sendiri dan mengungsi di negeri orang yang belum tentu kehidupanya kedepan. sumber kehidupan merka juga tinggalkan, kemungkinan merka akan menganggur.",1
TRA229,karna kluarga travina mengungsi ke dataran rendah walau pun mengungsi akan kejadian bajir,0
TRA230,"mereka akan kehilangan sebagian besar lahan pertanian mereka ,travina akan mencari donasi secepatnya untuk diberikan ywarga ygang sudah kehilangan sebagian besar lahan pertanianya",1
TRA231,ekonomi,1
TRA232,PASTI MEREKA MERASA RESA DAN GELISA,1
TRA233,mencari tempat tinggal baru,1
TRA234,mereka akan mendapatkan bencana,0
TRA235,tantangan yang akan dihadapi para pengungsi iklim ketika mereka pindah ke tempat baru adalah tidak terbiasa dengan keadaan tempat barunya itu,1
TRA236,biar tenang dan aman,0
TRA237,meskipun mereka pindah ke tempat yang baru. tetapi mereka akan kehilangan sebagian besar lahan pertanian mereka.,1
TRA238,karna membahayakan nyawanya,0
TRA239,jika nanti terjadi perubahan iklim gmna???,0
TRA240,Kedaan ini adalah pengecualian dan kehidupan orang-orang travina sedang di pertaruhkan,0
TRA241,cara menyesuaikan diri di lingkungannya baru,1
TRA242,Bagainmana jika pengungsi berpindah dari Travina dan akan terjad lagi yang ia tinggalkan sekarang,0
TRA243,warga mungkin dipaksa untuk menjadi pengungsi iklim,0
TRA244,tantangan yang paling utama adalah beradaptasi.,1
TRA245,mereka tidak dapat beradaptasi terhadap lingkungan barunya. Sehingga mereka akan kesulitan di berbagai aspek,1
TRA246,beradaptasi terhadap lingkungan yang baru,1
TRA247,terpaksa,0
TRA248,akan mendapatkan negara yang bagus dan aman.,0
TRA249,APA SATU,0
TRA250,beradaptasi,1
TRA251,mereka mungkin akan susah untuk beradaptasi dengan lingkungan barunya dan meraka juga mungkin akan memikirikan tentang harta benda yang mereka miliki di lingkungn lamanya,1
TRA252,pengungsi ikllim adalah orang-orang yang terpaksa meningalkan komunitas atau negaranya karena bencana lingkungan,0
TRA253,meminta bertanggung jawab,0
TRA254,bertempat tinggal dengan orang orang yang tidak mereka kenal,1
TRA255,Akan bertemu dengan orang-orang baru dan mendapatkan pengalaman-pengalaman yang bebeda dari sebelumnya,1
TRA256,susah beradaptasi,1
TRA257,"pengungsi iklim akan pindah ketempat baru,mungkin akan dapat menolong negara lainnya.",1
TRA258,"MEREKA AKAN MEMULAI KEHIDUPAN BARU,MEREKA PUN AKAN MENINGALKAN TANAH KELAHIRAN MEREKA",1
TRA259,"tidak nyaman,memikirkan tempat yang dulu ia tempati,sukar beradaptasi.",1
TRA260,harus menyesuaikan dengan linkungan baru,1
TRA261,tidak disukai oleh negara lain atau cuma menjadi beban kepada negara yang diungsikan,0
TRA262,mereka akann kesusahan mencari pekerjaan karena mereka telah berpindah ke daerah lain yang bukan milik mereka,1
TRA263,ia akan kehilangan lahan pertanian dan akan beradaptasi demgam lingkungan barunyabisa jadi juga pengungsi tidak di terima oleh beberapa prnduduk,1
TRA264,mereka harus belajar beradaptasi pada lingkungan yang baru,1
TRA265,Salah satu tantangan yang akan dihadapi para pengungsi iklim adalah sulit untuk berbaur dan mencari pekerjaan baru demi melakukan kelangsungan hidup di tempat baru.,1
TRA266,mereka akan menghadapi lingkungan lain yang mungkin akan memerlukan waktu yang lama untuk beradaptasi,1
TRA267,"Mereka akan berbaur dengan orang-orang baru, Berusaha untuk menerima budaya baru, mencari kemampuan untuk pekerjaan yang berbeda.",1
TRA268,Mencari tempat tinggal,1
